n_views,n_likes,n_dislikes,n_comment
0.12447903819936751,0.04589103794667379,0.05226004850483544,0.15151081128248953
0.015204444008522151,0.06309630370431162,0.014818070745299044,0.1305092827129958
0.24320127112619042,0.048745627784491784,0.012736737046372307,0.05139341667411788
0.009501373735591592,0.07922049264754726,0.04256791672818544,0.11205337368965008
0.005429171945614696,0.07687867296298374,0.04904051172707889,0.2637807639543148
0.032483209898325,0.06540062761482915,0.013884024784482758,0.12254512392241379
0.036768095498708964,0.052009488916148025,0.031541510979825924,0.10645856984874036
0.02287545435709813,0.009022828698500329,0.0743427902134305,0.107756376887038
0.04148749680071084,0.02229099774321943,0.05299715476446947,0.05989852240901561
0.006969858198218381,0.0331096532177566,0.020567768951290102,0.16426504095079747
0.01110841077886223,0.03524057319075403,0.03048977685148586,0.07684429911243666
0.010854549722902384,0.010771107286671456,0.014432485322896281,0.03699853228962818
0.002238544803686974,0.06332801845946437,0.003569425322523074,0.025240936209270308
0.007953440113659645,0.030981632304960108,0.022954780807732136,0.02537107352433552
0.0059323381536924005,0.02893735355837854,0.03183175811137024,0.14041978642445072
0.0024895547924336015,0.029641458411040655,0.06145045211293597,0.19800701236390478
0.02833108391626655,0.01358992841678307,0.04390279053847124,0.0356518762723162
0.030504373377503353,0.04468445483252783,0.4719194599182682,0.2173930151378029
0.003985501779123978,0.030638508557012164,0.014519906323185013,0.20954332552693208
0.002530710274114515,0.0776542894900542,0.005944735972991817,0.07702469634141866
0.0026902104363279067,0.032764604519088414,0.026052104208416832,0.1885370741482966
0.004740156781129156,0.04250548670182645,0.09092992046086872,0.13014303950770842
0.0006694566983103691,0.1196900736887733,0.016210920103322347,0.12576823728511624
0.004247038227225269,0.06184737583806636,0.034351246832911055,0.08006400853447126
0.02609785675193655,0.03561645739573749,0.013519860181855978,0.07984108774820416
0.005231062674727618,0.042403885358621815,0.039306249410877556,0.19210104628145913
0.0013227355852072995,0.0817254428782976,0.0036774538646696976,0.09641615405188553
0.016982646649321344,0.08569118145224505,0.02912649552793588,0.03666221396213265
0.011877067205095184,0.06155675762839824,0.009718182532819747,0.18636506563949376
0.0012530186490265166,0.062158406669754515,0.02150929639081298,0.3475209624498724
0.07681464987153512,0.012536205994293174,0.062253620628753094,0.07663016601907453
0.004558370414134561,0.059077887767769045,0.053542744958058185,0.042502740878610945
0.06927206087616125,0.019906946271195474,0.07320819112627987,0.055938566552901026
0.0077257609955433395,0.03610427975957399,0.011974816908647051,0.06000256970319928
0.005723426747740475,0.01969110256231502,0.14133318593853636,0.15741764315719656
0.005307765813774384,0.018853560294079457,0.03578917936530127,0.026282678596393123
0.03648800897716186,0.007773547947250896,0.024671339835857013,0.03981340584229301
0.001860274201570597,0.04935536958030777,0.097225194379057,0.1689136172337542
0.0020410884489555953,0.06264794739648125,0.012880824372759857,0.18772401433691757
0.040203435615792794,0.04762361896485363,0.005658934296834086,0.0403359191623873
0.006976365595903517,0.06450723968537213,0.017921317185150006,0.060824823873980846
0.005703258893153318,0.04722478391665766,0.023539622840009468,0.1602009415849136
0.003139228131226281,0.03247589093203242,0.039373846469341715,0.0793629092897669
0.01985396877261629,0.02154649357463808,0.055908676091516035,0.12672313037352503
0.006335702500059488,0.025474818883518657,0.03273770705621495,0.11086474501108648
0.019463278254293722,0.018043303481073875,0.04473606314750864,0.04619634928465713
0.0191734632820267,0.043813116503274775,0.025704669751787968,0.05393352965923433
0.001681222827805987,0.04728473106215884,0.019242817506488857,0.1282556162176676
0.0024747988873147966,0.05281502283560126,0.023786302557433896,0.3290528825314261
0.006869105980770023,0.04011790562269567,0.021029843822483376,0.05169836606360497
0.0019998749302830637,0.047542523823861225,0.02361618118155405,0.0891752961335022
0.004718907987573119,0.026139600811107062,0.010763323248778217,0.06411449848731673
0.0013324567813032672,0.05455436380464964,0.034216867469879515,0.05686746987951807
0.019899317426941582,0.02579052593817536,0.09651340996168582,0.11177522349936143
0.00523254261801387,0.034982738780207134,0.05260391243945481,0.0657079562948222
0.00564784082078235,0.041517451150650725,0.011680528375733855,0.5109466731898239
0.013365868387192628,0.053781142242724546,0.013333333333333334,0.11750062235499129
0.010070252327428456,0.012519135662391084,0.2822863750877628,0.06265229422211209
0.0018063505817337855,0.04411368994309077,0.01223021582733813,0.18552158273381295
0.003986401352494053,0.02114293409621145,0.0727853152434158,0.12537909018355944
0.0050392359081831576,0.029919783940664302,0.034785435630689206,0.09971205647408508
0.002139729570833858,0.055138719837801366,0.01775684000724769,0.10134686235429123
0.0017059683501069911,0.055614145503410505,0.015729660570482428,0.11033340859486716
0.005502574230763204,0.015736487662361635,0.013227513227513227,0.12169312169312169
0.008974492161814097,0.02178288733396278,0.01943160729231105,0.025508533168370873
0.013322529263702098,0.015599381186973125,0.3834846984892179,0.1691559419790815
0.026854898525222007,0.015279746434334126,0.042247320385390384,0.19655586975295053
0.0070898351691401065,0.08965347877026661,0.004442777929279156,0.06334651395327698
0.011097050037753063,0.04183696683951644,0.013807557171916415,0.07238180361215558
0.0070450886486028465,0.051901058265893814,0.029386843321522107,0.2086350331227854
0.006192800917448764,0.05114012429199834,0.004855475517461475,0.05133582565879456
0.007490740197987393,0.03365561083417994,0.03619369869092523,0.2045429332149989
0.14900574653272503,0.04092823082563638,0.05371151462756527,0.1398491822544315
0.004029936350831292,0.04287676485466221,0.01120890069744271,0.04616406509465294
0.005473628281193867,0.019989343964628325,0.04905422446406053,0.14407313997477933
0.015878014078613428,0.04025266428318503,0.07506561679790026,0.2543307086614173
0.007438006336478745,0.013718230567709442,0.04045572383681266,0.1245053895483695
0.0033334779421707807,0.03107963708141729,0.11523449600396506,0.2331949693327551
0.03447508297838876,0.010263979295279424,0.08643778914049184,0.04686183064561443
0.018201213089198795,0.05772063747154145,0.015379594500877086,0.1284556493833204
0.006015040866747648,0.030284683259119174,0.0124282230787383,0.13482262251238888
0.002863465365554697,0.0638141010212587,0.011033020534767757,0.052809297577447095
0.013986936743741726,0.029136365451713508,0.07118055555555555,0.04666005291005291
0.006261582007139711,0.0237720074706065,0.04780025988490811,0.19825505847410432
0.01781129881563911,0.019518443770581612,0.04458001874115278,0.16173216101441473
0.0019703993931652155,0.08389726294706303,0.007794130453714186,0.129060350082731
0.008937638672136847,0.029599218176741406,0.022097076964333603,0.1650844730490748
0.02295696731182521,0.020482167573614457,0.02756106343395547,0.058932965252355515
0.03607335643592513,0.061806380096467266,0.014686881834882386,0.12025545748627012
0.028272684193451223,0.007986513376928791,0.08175005900401228,0.10812485248996932
0.002554019380872981,0.03294380975645782,0.0100716968248549,0.08091498805052919
0.041905007663784744,0.04816840903987783,0.03221587628435676,0.10351724185907381
0.0020002884438483403,0.047449279357042864,0.26168171557562075,0.18566591422121898
0.007269024380759809,0.036870811439293,0.013511348464619493,0.08704939919893191
0.005506245070483025,0.025214822700455074,0.10611863615133116,0.13418963101354509
0.0014364445610343122,0.07985697258641239,0.01709454839311245,0.1232050724187232
0.0012146126698234921,0.06316820565503566,0.009923235349185546,0.05860325781688822
0.013738922914687363,0.032053272334799154,0.032328513812947345,0.06907270727391561
0.004524179371447773,0.07665960582206992,0.020147571223611396,0.046710391473662634
0.2835268238269708,0.04404519272215382,0.013262666370883469,0.0517918672231518
0.007975138693900718,0.02439057670301041,0.03758076094759512,0.1373653984206748
0.005880112115860407,0.023436430102167338,0.052095808383233536,0.04486027944111776
0.004190401378030329,0.06469500604205547,0.04387984853136834,0.16520826936853955
0.003240879922044713,0.07444939147096812,0.02901935596882025,0.08335036347181268
0.019382585072073237,0.004753053796828752,0.03824598606482884,0.07649197212965768
0.0119799813004813,0.0252337772911749,0.032729805013927575,0.03586350974930362
0.03434635693098067,0.012746680736708637,0.04500569692366122,0.03557412330674769
0.03741004991761649,0.03846787821245994,0.5025366198631254,0.18752178634212643
0.004852081119463924,0.04025860238686893,0.014674131811029384,0.1701613788560764
0.0011432561886295088,0.09178881908750555,0.005431793179317932,0.393495599559956
0.0024273826651631217,0.04503613291173288,0.010116271431386718,0.13834329632792486
0.0030341013755347383,0.07156827582908926,0.006175708878411581,0.07553622418487284
0.002523506432529966,0.02888043053287643,0.008292201382033564,0.04274432379072063
0.01206593408506714,0.02304104242048189,0.09165896323686269,0.21586195453791274
0.011206290165225511,0.008038402030154528,0.06074130105900151,0.16535552193645991
0.005913817098742396,0.03957903724212719,0.09312196081738201,0.09801276105348962
0.0038707844105676076,0.029048225038936504,0.055169470860765665,0.1610582784686662
0.007355651845373204,0.043038643845803345,0.008587786259541985,0.10761995637949837
0.008817814048318117,0.015340504740944899,0.03603370728428889,0.021661583001602647
0.004667262319657303,0.05245511774306365,0.012957004972214099,0.11857268207078094
0.03047108916281059,0.033355316256490714,0.014046841571895056,0.07404853057088166
0.04202478150523581,0.008362583588289448,0.024761943107925836,0.03694159805125521
0.004638069712873592,0.05963937021175426,0.034146465030270794,0.0813385008992578
