n_views,n_likes,n_dislikes,n_comment
0.00332297682125826,0.07686931935101968,0.04903046633494784,0.26373299390012067
0.010740030846413047,0.04017929677858659,0.05947876242366763,0.12293503401689715
0.0015237559158890535,0.029641458411040655,0.06145045211293597,0.19800701236390478
0.009305595245949745,0.06309731544745008,0.014818512337584933,0.13051317201096674
0.00933972310160506,0.0076033425611754584,0.13260657338106085,0.10684456014752142
0.0036309445304101417,0.02893735355837854,0.03183175811137024,0.14041978642445072
0.0011385986877790657,0.04934757005919836,0.09723906684739958,0.16893771848469716
0.0030530443985419013,0.16607182852372518,0.011539027536118974,0.07246301538248456
0.0004307365201086623,0.12332099745379199,0.0030002500208350697,0.1842653554462872
0.0006412537936546104,0.08141644393358169,0.007512450409386343,0.08559128893390731
0.07618837746880745,0.045890816643918995,0.05226042590682431,0.1515119054353491
0.001457871304620049,0.04625224621569762,0.5042762943135078,0.2443037148266632
0.006467117640126007,0.023004218412712364,0.047206028721740366,0.06142471207166216
0.009082050242961603,0.02219923280984616,0.058903996020560435,0.17221439230641686
0.008180708087999408,0.053781142242724546,0.013333333333333334,0.11750062235499129
0.004639243722456027,0.01473660836915314,0.05161687711733908,0.06775485063135202
0.04239863002279857,0.019906736818095322,0.07320890501126291,0.05593911203424704
0.006643631385359647,0.010771107286671456,0.014432485322896281,0.03699853228962818
0.0012912327026309348,0.03520276752830974,0.03551912568306011,0.09572263048803467
0.0036077841225129097,0.0331279630185744,0.06848698781838317,0.17296511627906977
0.011735302309016739,0.043813116503274775,0.025704669751787968,0.05393352965923433
0.012185988927415712,0.042058278039520045,0.009524953662387588,0.0561285782934029
0.03207874123076512,0.007707230173928631,0.15542713262953525,0.1437780609149375
0.1488536732577875,0.048745448806217895,0.01273678321610724,0.05139360297147304
0.001349644352532792,0.061202937267236045,0.03048780487804878,0.09094225557640191
0.0056942500331121455,0.029373532551525913,0.04395827517068095,0.04291769244435421
0.006649377084711452,0.01035312406720716,0.022261461814971305,0.06836097622501104
0.0021499083776306107,0.04811384078399785,0.048366013071895426,0.07589869281045751
0.0077751833769475875,0.009382866645650873,0.054388489208633095,0.07084892086330935
0.0033128441428032208,0.04669531371466253,0.015179782903663501,0.07182835820895522
0.0037157446588651525,0.09837123430087354,0.015299226067297455,0.09567100084929246
