category_id,x,y,z
10,-13.407404,9.702345,1.5281725
24,10.475762,4.8434587,-9.360219
28,10.07624,-0.99978375,1.960217
28,1.2362983,14.376343,-0.33456472
10,-1.94283,1.2782543,8.948957
24,-9.952706,0.1493604,2.4150515
24,-4.8529124,-5.227694,11.4397545
10,-12.964982,-3.409565,2.8742957
26,-9.793777,-1.9269907,-2.7113404
24,8.228213,-7.9994326,1.779845
24,-1.6677686,2.3162627,1.6215366
24,10.943383,-0.37995437,-8.9099245
27,6.356783,11.721014,-6.9295354
10,-2.1367242,-7.227606,-8.438457
10,0.6995585,2.6192508,3.1722622
24,-14.428593,-1.430727,2.0606117
24,1.7333202,-10.17416,10.324837
10,-11.651624,-7.466088,-3.2471743
1,15.203665,-5.891087,-3.5898461
1,11.435848,-9.3055315,1.725563
10,-8.907822,-2.9829118,-8.379849
28,6.249028,-9.3706455,5.3387876
24,1.911823,-12.995446,9.681831
26,-0.5823263,-7.06595,-10.661763
24,-13.097322,-1.6849619,-6.130948
27,-5.6490216,-9.13308,5.0599732
17,7.3880024,8.491475,-9.791252
24,-9.522733,-5.257626,11.185205
22,-7.3135633,-7.236013,-0.27135032
10,-7.57121,-5.5258737,4.161411
26,-12.723889,-0.44494596,-8.925981
24,-1.6080922,-11.932808,0.9870081
22,7.5975904,-5.342306,-7.6419945
28,6.592561,-11.323184,4.5684724
10,-6.0902653,-0.7132587,-12.645814
26,-2.5187552,-4.8622246,0.4491779
24,-14.161375,-2.1114702,2.506697
27,12.2145605,0.9345241,-4.4976053
24,2.5065153,-6.748889,-0.16675557
17,16.52267,-1.4585035,1.5235538
26,0.33206752,-13.425661,2.9353702
1,7.1062446,13.103273,0.52604276
10,-10.511808,-0.9672017,6.488339
27,-12.8615265,-1.2248907,8.945158
10,-2.7396417,-1.5923828,-14.917807
24,-12.403282,8.609278,4.175007
24,-8.024151,-6.728754,12.79088
22,-7.101369,1.5705056,-13.457478
1,3.4053686,3.0626597,-2.2962995
27,2.8424003,-10.125722,-7.7957726
25,15.163658,-5.52986,-4.617997
1,8.296207,3.049319,11.170508
26,2.9824023,-10.656481,6.671688
24,9.205184,-1.0561217,10.244467
10,-3.807057,-13.355574,1.3407419
24,6.640197,4.4040723,-13.176322
22,-4.1725373,-13.677019,-0.004780267
24,10.340768,-7.8948717,7.417559
24,17.236052,-8.218022,0.73607683
26,6.2093506,-5.4995923,-7.7653775
10,-10.504805,-9.427863,2.932659
10,-4.1802006,3.5507007,-2.7199059
10,1.0185902,-6.837637,-10.1474495
17,-1.5193549,9.236018,8.560206
26,10.187793,-5.9746385,3.4218218
24,2.231761,-14.322964,1.5105008
10,0.6619227,7.954873,-4.503059
10,-7.5278587,7.27369,2.746827
26,-8.330447,2.0140042,9.384441
10,-6.3324294,-3.3501143,-1.0979111
28,18.18943,-0.5551925,-5.7674704
24,-1.923838,-2.9943492,-0.9606696
10,-8.5546465,1.8902305,-10.962407
28,16.445658,-7.873372,-1.032249
10,8.860644,12.00394,-1.6017131
10,3.4326735,0.70400655,-0.5836578
27,9.874277,-0.6250851,2.0791287
10,-11.579027,3.663446,2.105142
1,18.90408,-2.604834,-4.623728
27,15.807265,-4.219812,-5.812669
10,-11.62084,-0.057738066,3.961003
28,-3.248975,-11.787282,5.454806
10,-11.4912815,9.778289,4.0016556
24,-14.139235,3.3412662,2.1413023
1,-3.5364642,4.804379,0.642215
10,-12.512053,-0.7866169,8.882244
10,-11.810313,-4.731086,1.146205
27,-11.136144,-7.874057,-3.1033072
10,-7.8479733,7.168567,2.881792
24,7.107381,-5.2011356,2.6645124
10,1.800962,-7.473823,2.7279987
28,2.4098396,11.015568,9.892212
24,-1.412732,2.498327,1.4245921
28,7.2714286,2.473047,8.519463
24,10.895608,-0.2509529,-8.9977455
24,9.201601,5.530824,-10.265885
28,7.165079,-1.3640866,9.660395
24,-12.502286,0.005123919,4.3913913
10,0.57654005,2.7742267,3.0401576
10,-12.3692875,-6.9882617,2.5195181
24,2.1244428,-10.224696,10.439072
10,-11.85729,-4.439012,-4.061829
1,15.347093,-2.6250737,1.6287698
1,9.118693,-9.8081455,5.7842226
24,-13.7790365,-0.32392392,-4.568805
28,6.5869865,-8.186752,6.5074515
24,-10.179687,6.1504426,8.215685
24,2.8258917,-13.602413,10.179617
26,-0.842706,-7.643426,-10.126114
24,-9.331516,-5.133483,11.439321
17,8.7292795,-7.312618,8.018256
10,-7.531811,-5.073508,5.3020377
27,-7.638766,-6.487661,6.69581
22,-6.9705925,-7.089162,0.11464882
24,-1.2059888,-11.888699,3.826955
26,-13.860192,1.2153735,-6.3361697
26,7.062864,-11.921394,4.5944867
25,18.309523,-4.4296103,-3.7330437
17,0.7883949,2.4779277,12.868462
22,7.682841,-5.472794,-7.6106563
28,5.828057,-10.79429,5.6119647
10,-7.627533,-0.60446703,-10.906697
24,-13.41178,-1.3586428,4.7287803
26,-2.5207713,-4.7921076,0.42793632
24,2.493863,-6.7166758,0.08859333
27,12.217079,0.9928767,-4.5383415
26,-1.6294235,-12.482746,4.2720184
1,7.2815337,13.071376,0.17305163
10,-3.8518603,-2.1400542,-13.775367
10,-9.603088,-0.5049058,7.465528
27,-12.836441,-1.1637825,9.020222
24,-12.264513,8.911849,4.3704314
17,2.210488,12.94557,-9.4275255
24,-8.012998,-6.668491,12.867085
26,3.018761,-10.688906,6.740778
22,-7.2331586,1.7044331,-13.404555
27,2.5214643,-10.601213,-7.483749
25,15.156881,-5.621768,-4.455864
1,3.1682193,3.3347225,-2.4007165
24,9.108936,-1.0134782,10.281427
10,-4.3642716,-13.963664,1.2521256
1,8.259197,3.0508623,11.173111
22,-4.284483,-13.873631,0.20155984
24,6.640776,4.4102774,-13.180647
24,9.948556,-7.6391277,8.287268
10,-9.565677,-6.4231925,8.453844
24,17.244728,-8.218257,0.74698246
26,6.4107738,-5.4806676,-7.782227
10,0.8945817,-7.2920413,-9.954181
10,-3.6063263,4.002186,-2.272255
10,0.5375535,8.494317,-4.6687117
26,10.285201,-6.0524287,3.4450092
24,2.2728207,-14.365887,1.5917624
26,-8.324194,2.0426152,9.392856
10,-7.007178,7.216073,2.692016
17,-1.5215546,9.236458,8.576325
10,-6.4170184,-3.1679416,-1.0224999
10,-2.0262644,8.372689,10.689091
10,8.87193,11.992155,-1.4974875
24,-1.9087607,-2.9522934,-0.9510774
28,18.18749,-0.5507803,-5.7692504
28,16.458618,-7.8799515,-1.0089407
10,-9.078584,2.4877229,-10.27523
28,-3.247985,-11.79672,5.4655805
1,18.904743,-2.6147432,-4.6168513
10,3.4674604,0.8540646,-0.62011486
27,15.861168,-4.017154,-5.8984804
10,-10.915413,3.3517969,3.3635783
10,-12.152442,-0.49709368,9.284183
27,9.966558,-0.6506966,1.9305168
24,-13.996301,3.9766,2.4664938
27,-11.167353,-7.913604,-3.0911326
10,3.2499013,0.04018114,-7.751958
10,0.81277984,1.3592762,11.210748
24,0.8127874,1.3592694,11.210747
24,6.745387,-4.769794,2.79342
27,2.0400248,13.67792,-1.3262959
10,-13.120587,3.550599,-2.474329
10,1.6967566,-6.502045,5.6943526
28,2.4316301,11.0138035,9.880169
28,7.69663,4.2092743,8.48005
24,-1.0852085,2.661815,1.164035
24,9.116682,5.582608,-10.310921
28,7.8338,0.2003885,10.117363
24,11.7324295,-3.7840116,-7.493589
24,-10.830588,2.8717334,3.9169707
10,-0.097470544,3.6622903,1.4746287
28,9.940548,1.2129618,-10.51136
10,-11.768329,-7.5667624,4.806318
10,-12.029315,-5.3521504,-1.9404207
24,2.2877812,-10.24888,10.505172
24,-13.731312,0.53410536,-4.002801
28,6.6368146,-8.074524,6.575861
1,15.64683,-2.1309142,1.7381619
1,9.574534,-9.330334,5.936424
24,-9.803543,6.105198,8.601408
17,8.767738,-7.309195,8.00541
24,2.858662,-13.6234865,10.211671
26,-1.0149392,-7.8258424,-9.938803
10,-6.6824245,-4.540682,6.2046676
24,-3.4995332,-11.159894,5.2042875
26,-8.954763,13.454895,-1.2781866
27,-7.761554,-6.2579074,6.819428
17,0.7891108,2.5074594,12.844088
22,-6.9326687,-6.886988,0.3530064
26,7.0554585,-11.884417,4.686295
25,18.312862,-4.364154,-3.7848504
22,-6.2666383,-8.900467,-6.345046
22,7.761227,-5.5681534,-7.563108
28,5.792502,-10.73575,5.6917934
10,-9.372002,-2.1259193,-8.124374
24,-10.695627,2.6101565,4.713884
26,-2.4406035,-4.8526845,0.58487535
24,2.6053848,-6.693034,0.07917644
27,12.276238,0.8631273,-4.387255
10,-5.874183,-2.8849816,-11.206736
24,-0.42087597,8.549619,-13.232787
26,-2.1605678,-12.313887,4.6927137
10,-9.361412,-0.081282675,8.15831
1,7.265194,13.080352,0.18891191
27,-13.190095,0.90937567,9.591833
24,-12.113352,9.168533,4.5485773
24,-7.9902673,-6.670016,12.913652
17,2.2399926,12.946134,-9.39294
27,2.5982134,-10.680195,-7.437582
22,-7.3285837,1.7981137,-13.363412
25,15.188935,-5.6110516,-4.4155083
1,2.8293903,3.9667923,-2.7590687
26,3.0515969,-10.708625,6.7721443
24,9.219012,-1.0442991,10.285048
10,-4.551239,-14.180142,1.2826253
22,-4.355867,-13.964846,0.2917514
1,8.273125,3.044931,11.1753235
24,6.6411166,4.4186234,-13.187301
24,9.9645605,-7.65191,8.257766
10,-9.419148,-5.7860284,8.801141
24,17.25592,-8.222724,0.7786384
26,6.603734,-5.5086055,-7.783478
10,0.95114976,-7.6568155,-9.710562
10,-2.9880412,4.3595543,-2.1672075
22,-12.966378,6.9772606,3.7241037
10,0.46425158,8.787849,-4.7373567
26,10.322945,-6.0813284,3.6017742
10,-6.7600684,7.219634,2.6472683
24,2.312527,-14.393818,1.6438135
26,-8.285921,2.1955447,9.4267
10,-6.445447,-3.100634,-0.9911917
17,-1.5367159,9.241609,8.576411
24,-1.906744,-2.9417982,-0.91880834
10,-2.0171053,8.362507,10.700064
10,-9.437591,3.112987,-9.796958
10,-10.379736,3.5287993,4.0335245
27,14.188564,4.0650325,-5.9177594
1,18.904238,-2.6101372,-4.6194763
27,9.919006,-0.6635395,2.0302234
24,11.665762,-5.4372015,5.212674
26,-1.1341727,-8.253608,-9.6507845
10,4.1835723,13.936428,-5.5458016
10,3.3409042,0.7350418,-7.0694885
26,2.1830482,-1.609253,-10.148131
10,0.6866647,4.0226398,8.706846
17,13.791896,-2.7527747,2.2088394
24,6.6139708,-4.609571,2.8414795
10,-12.407297,4.2619696,3.296174
27,1.3217065,14.2366295,-0.56488794
10,1.5517988,-6.252167,6.278863
28,2.444984,11.015279,9.867986
28,7.7793927,4.654319,8.55057
24,-0.95357347,2.8033285,1.0005674
24,-5.8976097,12.954399,5.918016
28,7.8271065,0.5444968,10.138901
24,11.842432,-3.6663916,-7.4256697
24,-10.353258,3.0534978,4.344138
10,-0.2357433,3.961225,0.67323756
28,4.3490953,-6.490938,9.344991
28,10.015519,1.1129242,-10.450419
10,-11.756325,-7.80198,5.662706
24,11.636,-6.6104364,0.057180207
10,-12.206848,-6.190736,0.13529529
24,-13.66132,0.85568225,-3.6922894
24,2.264925,-10.237207,10.562855
1,9.737543,-9.032202,6.172307
24,-11.445432,10.486559,5.5948486
1,15.948764,-1.6557733,1.593893
24,2.6279426,13.633832,-8.656719
10,-5.8878903,-4.0625,6.691662
26,-1.2014946,-7.9254785,-9.819454
24,2.9047828,-13.655963,10.232413
24,-4.1251826,-10.658831,5.5699825
26,-8.951515,13.4489565,-1.290587
27,-7.8186636,-6.21558,6.8752007
22,-6.8932137,-6.9371047,0.51249516
26,3.4902234,-11.627998,7.615925
22,-6.270919,-9.002497,-6.1581683
22,7.868562,-7.289067,-5.8484006
10,-10.19013,-2.4087248,-5.855815
17,0.6736115,2.63912,12.786168
28,5.767815,-10.71499,5.7292795
25,18.312525,-4.3853145,-3.7661693
24,-10.470767,2.946511,4.725439
26,-2.4512956,-4.8151474,0.5679602
24,2.6659908,-6.6839995,0.072486006
10,-6.7150664,-4.913162,-9.107638
27,12.291541,0.84701484,-4.3611417
24,-0.38344368,8.5415325,-13.253525
26,-2.1946707,-12.330313,4.748395
10,-9.213785,0.23539244,8.485729
24,-12.036751,9.232485,4.7153964
1,7.2716064,13.078545,0.17533395
27,-13.194606,0.9426193,9.599223
17,2.2339642,12.983407,-9.381132
1,2.5268893,4.6010346,-3.197436
24,-8.079012,-6.3164124,12.971929
22,-7.4135303,1.8926051,-13.33179
27,2.6053736,-10.734229,-7.399112
25,15.178523,-5.692359,-4.254188
24,9.199703,-1.0328624,10.30223
24,6.639601,4.4274807,-13.192601
10,-4.6451974,-14.288813,1.3385832
26,3.0752118,-10.732206,6.812379
22,-4.3937325,-14.009589,0.33849043
1,8.275232,3.0446846,11.176886
24,9.964974,-7.6425076,8.294699
24,17.275549,-8.2250185,0.8146328
10,1.112354,-8.065489,-9.374874
22,-12.898679,7.1552925,3.7497818
10,-9.428751,-5.1707134,9.160714
10,-2.2961032,4.7139516,-2.2302444
26,6.7884464,-5.50271,-7.806832
26,10.374845,-6.1050344,3.7838368
10,-6.64349,7.2270083,2.6232128
10,0.41363436,8.941972,-4.741958
24,2.3392093,-14.419203,1.6974217
17,-1.5445479,9.2433405,8.58358
10,-9.68333,3.6497388,-9.261077
24,-1.9226454,-2.9678993,-0.81594944
24,8.732605,-0.8797073,10.650671
26,-3.4604962,-10.952823,-4.997865
22,8.148503,3.2985878,3.7921367
26,1.0130719,16.111439,-10.983687
26,9.13279,-0.35099816,4.1137514
10,4.2514486,13.88066,-5.681575
24,6.1658344,-3.3656373,-7.9752154
24,-8.668059,-5.3878207,12.240922
10,3.31665,1.0331086,-6.8069153
26,2.3009543,-1.7440839,-10.016369
10,0.60777164,4.2078,8.413837
25,13.613656,-2.9884005,2.4333744
17,14.108958,-2.5591109,2.1767097
27,1.5877893,14.413323,0.16826172
10,-10.756487,6.6241565,5.232561
24,6.557246,-4.541216,2.86021
28,7.7884154,4.7425704,8.555034
10,1.1693395,-5.641371,7.3930807
28,2.450229,11.016287,9.862468
28,5.7442555,2.2018316,10.940908
24,-0.89187604,2.9076562,0.88302016
24,-5.8951283,12.955163,5.9192786
24,-10.072203,3.3136551,4.4489274
28,4.3652334,-6.4918876,9.374154
24,11.862382,-3.644079,-7.411395
28,10.106039,0.8971767,-10.377005
24,11.62158,-6.7121053,0.43089163
10,-0.27375853,4.212614,0.04133653
10,-11.775788,-7.91297,6.102231
24,-13.642783,1.1143659,-3.5358853
10,-11.975723,-6.664148,2.8425415
24,-9.488996,6.2573614,8.853694
1,9.854027,-8.907123,6.218601
1,16.017677,-1.5539888,1.6101327
24,2.6058002,13.691515,-8.662661
24,2.2882888,-10.268481,10.5939245
1,8.221982,12.430362,-3.06531
26,-1.3058736,-7.9969707,-9.736377
26,-8.949021,13.44466,-1.29526
10,-5.5307856,-3.946935,6.9100165
24,2.7875342,-13.577054,10.222764
24,-5.5269585,-9.190642,6.748625
22,-6.891654,-6.7561355,0.69912773
27,-7.9210277,-6.0554852,6.9506216
26,3.4316769,-11.550784,7.6741724
22,-6.5962424,-8.868755,-5.8047276
10,-10.112925,-2.4751456,-4.8935347
25,18.310518,-4.4032683,-3.7511318
26,4.2155714,-11.238475,9.746419
28,5.709783,-10.662468,5.79254
22,7.9132357,-7.3794637,-5.764633
24,-10.399228,2.9526348,4.751628
10,-8.032391,-4.6522307,-7.9716225
26,-2.451917,-4.787648,0.56077003
24,2.7449594,-6.6831007,0.025160199
26,-2.311227,-12.293355,4.842448
27,12.305331,0.832332,-4.335092
24,-0.35981733,8.539751,-13.264931
17,0.6789255,2.6365252,12.787599
1,7.292288,13.073061,0.1414784
10,-9.068405,0.4484571,8.657627
24,-11.918806,9.393119,4.810783
17,2.2493293,12.975493,-9.371325
27,-13.192074,0.9459727,9.601128
26,3.0561628,-10.746786,6.905309
1,2.327717,5.041051,-3.4850433
22,-7.4292274,1.8916878,-13.310827
27,2.6844597,-10.765552,-7.3762794
24,9.231959,-1.0401409,10.309522
10,-4.6665125,-14.316553,1.3742623
22,-4.4136496,-14.038262,0.38028592
1,8.240758,3.0631454,11.17808
24,6.6407995,4.430703,-13.1952715
24,9.9639845,-7.636869,8.340562
10,1.3467815,-8.4453335,-9.021622
24,17.272642,-8.220544,0.787467
26,6.938491,-5.513713,-7.8257394
10,-9.488752,-4.745287,9.268507
10,-1.8614887,4.921773,-2.3431346
22,-12.565657,8.065341,3.5713782
10,-1.7946894,-7.5161557,-5.585906
24,-1.0265752,3.3202114,10.967719
22,6.5881767,2.428117,-11.514587
17,7.3550205,8.487014,-9.818249
10,0.17512733,-10.100823,-6.4040356
27,-14.77055,-2.3837888,1.4827095
28,10.107914,9.976283,-7.1858025
25,9.764803,10.369111,-4.974814
28,-3.9116304,-10.663112,-5.142579
26,12.053855,-3.995552,-7.8527093
24,1.6930805,-9.034394,-8.356154
24,-8.707372,13.72102,3.7264483
26,-9.09415,-5.3170404,7.894461
22,8.060105,3.16664,5.73633
26,-4.110039,-10.994146,-3.8838437
26,1.0139008,16.111088,-10.980647
26,9.043662,-0.20850351,4.3283887
10,4.2975473,13.833637,-5.8151813
24,-8.238956,-4.551116,13.101784
24,6.196533,-3.4120579,-7.9672685
10,3.2947278,1.1576015,-6.703479
26,2.072409,-2.5132651,-10.468456
10,0.5347453,4.3551073,8.157458
17,14.658129,-1.7601889,1.1906736
10,-8.905434,7.141849,4.352948
27,-0.7003813,16.458569,0.62566936
26,-8.608077,4.3024216,9.744243
24,6.533882,-4.5141754,2.865478
10,-12.114125,8.312752,-1.4852039
10,1.0490406,-5.447901,7.7314644
28,7.797485,4.7672873,8.549051
28,2.4479585,11.015864,9.864996
24,-0.84911525,2.9562476,0.8106071
24,-5.8926077,12.952981,5.9245257
28,5.759981,2.2683735,10.966204
24,-9.996354,3.384539,4.460875
24,11.8790655,-3.612984,-7.3987794
24,11.629677,-6.7465086,0.56435287
10,-0.28958896,4.385086,-0.36060798
10,-11.781333,-7.956683,6.2789354
24,-13.641962,1.238892,-3.470961
10,-11.671502,-6.831233,3.549178
28,4.3611403,-6.4935236,9.390751
28,10.094588,0.9366938,-10.389426
24,-9.361418,6.3657165,8.955838
1,9.876489,-8.896435,6.2114043
1,16.045591,-1.5297625,1.6136315
24,2.6748095,13.526093,-8.640652
10,-10.274173,3.7801223,-7.3118114
24,2.306327,-10.287598,10.621864
1,8.392144,12.328001,-2.7995484
26,-1.3152083,-8.076279,-9.681509
26,-8.947852,13.442074,-1.300093
24,2.8135605,-13.596839,10.235161
24,-5.5830307,-9.136207,6.8503413
22,-6.8847404,-6.7357635,0.7640447
27,-8.031672,-5.935042,7.0366254
26,3.3581076,-11.474901,7.766783
22,-6.72464,-8.8062725,-5.624595
25,18.30993,-4.4166007,-3.7392743
10,-10.007089,-2.4962208,-4.2687383
26,4.173156,-11.216469,9.782774
28,5.7477565,-10.647867,5.7995954
22,7.9265213,-7.380121,-5.770943
24,-10.367071,2.9972918,4.7519937
26,7.6900277,-1.1997917,9.88856
26,-2.4504323,-4.771862,0.5591862
24,2.6669788,-6.683773,0.14822647
27,12.305665,0.88023543,-4.381302
26,-2.3387883,-12.292747,4.872801
10,-8.65077,-4.728162,-7.4662514
24,-0.36628294,8.522271,-13.27121
10,-8.9671335,0.5611948,8.762573
1,7.288733,13.072287,0.14976394
17,0.7253269,2.6020348,12.792109
24,7.702633,-11.767429,6.2888284
24,-11.855514,9.463441,4.876638
1,2.256,5.1795535,-3.5638921
27,2.7063553,-10.821245,-7.329955
22,-7.4522333,1.9069318,-13.292371
24,9.221771,-1.038443,10.316723
10,-4.6922946,-14.34936,1.412961
1,1.1510421,-13.806857,3.351202
1,14.294212,1.3553647,1.163739
1,7.8798256,-0.9194798,10.074006
24,12.30093,-6.851453,1.8672067
25,-0.39937675,15.205048,-2.1302376
24,2.6819646,-10.722116,8.244306
24,-5.9393315,-2.8272433,-11.166194
24,-3.921583,-6.3598094,-10.20199
26,-0.71953905,-12.2456045,0.6759307
26,7.161366,-4.8532286,-8.11315
22,7.237332,3.0762532,-11.125819
24,1.7971795,-2.3744283,-11.086403
10,1.4066399,0.23285703,4.1260934
24,-4.745831,-7.1605396,-9.436882
24,-1.0663145,3.590986,10.990778
10,1.9229167,-7.9043474,2.8922596
24,1.1054566,11.31125,-11.694486
25,9.718306,10.441055,-4.8284683
27,-13.304719,-2.4256098,6.392092
28,10.869938,9.58786,-7.3605623
28,5.3473105,1.7240143,-12.217352
10,-14.009904,-1.7641803,-2.470241
10,-10.858092,-9.434033,2.3610973
26,13.697325,-4.518477,-6.6948366
28,-5.0363503,-10.763548,-2.47203
24,-8.686748,13.730249,3.7932565
25,-4.879326,10.06247,9.280195
26,-9.755071,-3.852554,8.243456
22,8.069924,3.1734064,5.6832457
26,-4.192967,-11.038225,-3.6419368
24,15.892303,-3.3795695,-6.028922
26,5.7582736,-1.2950996,7.7366924
26,1.0132315,16.108656,-10.979547
10,4.288689,13.8270235,-5.9063563
24,-8.062367,-3.9449341,13.471286
24,6.2132196,-3.4371004,-7.9637504
10,1.9567003,-3.7803462,-10.64478
10,3.2770486,1.2498372,-6.6261954
26,2.0632796,-2.700567,-10.49254
17,14.649122,-1.8523202,1.3247707
10,0.51374924,4.399952,8.074181
10,-8.283753,7.2971106,3.9799066
27,-0.6943662,16.454409,0.6288923
26,-8.5499735,4.4619217,9.684436
10,-10.99242,9.973869,0.5497783
24,6.521338,-4.49918,2.869338
22,0.36198616,-13.35523,2.1381197
10,-11.079029,10.505281,6.1793075
10,0.9554886,-5.303765,7.9749956
28,7.804434,4.775687,8.544103
28,2.4819198,11.025554,9.822416
24,-5.8920064,12.951138,5.9274583
28,5.7640047,2.2527397,10.961429
24,11.895379,-3.546818,-7.381129
24,-9.952482,3.412178,4.4598207
10,-0.30461687,4.494623,-0.63085485
10,-11.786863,-7.9797544,6.382397
10,-11.638398,-6.740624,3.9393868
24,11.667439,-6.732278,0.6191223
24,-13.644882,1.2894821,-3.4459624
28,4.372081,-6.505686,9.40231
24,2.6924853,13.480885,-8.639816
24,2.2739232,-10.285541,10.667944
1,8.360699,12.34438,-2.8739538
26,-2.3151035,-7.9710183,-9.407889
24,2.8348036,-13.614067,10.249813
24,-5.647589,-9.085543,6.9515457
10,-10.604229,3.9886284,-6.988282
26,3.33384,-11.462818,7.8569126
27,-8.1868515,-5.771226,7.14183
26,-8.94705,13.440933,-1.3053883
10,-9.895383,-2.4550695,-3.8729906
25,18.310448,-4.4165835,-3.7383904
26,10.091263,-3.8435218,7.0329742
24,-10.346471,2.9779608,4.767852
22,-6.8023324,-8.752933,-5.5452385
26,-2.448841,-4.7632127,0.562364
24,2.6850245,-6.682699,0.1528544
24,-0.38342404,8.497199,-13.275718
26,4.111776,-11.180389,9.841493
22,7.967737,-7.4736295,-5.6680317
10,-12.30529,5.336494,5.2543817
27,12.3228245,0.85162175,-4.3364778
24,2.5966828,5.127581,-4.13885
28,-4.802881,-5.282871,11.362147
25,5.543023,-1.7011353,8.494955
10,-10.5894785,3.2746649,-7.3573065
22,-14.086337,1.0321587,-5.5762067
1,8.237817,-0.77366877,10.119387
24,2.2514606,-2.3519595,11.83696
1,13.373022,5.163663,0.7408772
1,1.6124508,-12.753962,9.391249
17,-6.1013885,-1.2836635,13.592367
24,2.625772,-9.970332,9.866504
24,-10.452548,10.130905,5.7255316
22,10.716102,-6.6530085,-2.0011237
24,13.088638,-4.900397,3.6803393
26,8.381483,-8.6982765,-2.0723677
22,-11.033599,-5.2632523,4.439751
25,-0.39111924,15.195996,-2.1313326
22,-3.40163,-0.00055354985,-15.272949
24,-9.666225,-3.1835744,-7.6748137
22,-11.9445505,9.4020195,4.1697326
28,9.025021,2.7490447,-10.94199
26,-0.09688948,-13.070226,2.8230824
26,8.270614,-5.348461,-8.534123
24,-6.1161036,-9.123487,-6.247462
24,1.7639921,-3.0130095,-11.142858
22,7.516743,3.0722978,-11.042557
10,1.3850126,0.6864865,4.2839723
10,-12.7077,-2.7192924,-5.5482526
10,1.6261953,-8.75952,4.109923
24,1.1945251,11.2014065,-11.739362
27,-13.033031,-1.343621,6.449179
28,5.383169,1.7426932,-12.216561
10,-14.388649,-0.8213164,1.3163526
24,-1.3219436,3.9744754,10.790167
28,11.026909,9.508154,-7.379095
10,-13.426508,-2.5827196,6.378624
26,14.413949,-5.200695,-5.7812963
28,-5.033072,-10.808755,-2.2854857
24,-8.672949,13.730232,3.8100488
25,-5.5408325,12.416017,6.8343887
26,-9.788437,-3.6722124,8.240503
22,8.055024,3.179518,5.759639
26,-4.221941,-11.060119,-3.5442848
26,5.7443647,-1.3114793,7.768371
26,1.0128434,16.107103,-10.978939
24,-7.8847785,-2.841973,14.091175
24,6.2313447,-3.469198,-7.959504
10,4.3182755,13.797578,-5.9331803
10,2.2127323,-4.6087646,-10.1636715
10,3.2625964,1.3322618,-6.56027
26,2.068594,-2.829102,-10.484251
10,0.49795482,4.4308195,8.014829
17,14.644949,-1.8899992,1.3736655
27,-0.68970734,16.453587,0.6371449
26,-8.48675,4.5924063,9.617771
24,6.5161605,-4.492867,2.8709433
10,-10.74795,10.217422,1.1217208
26,14.929131,0.77811307,-1.4398289
22,0.64165306,-13.555869,2.2927597
10,0.8534635,-5.152274,8.218761
10,-10.980286,10.541712,6.4804716
28,3.112493,11.351797,8.743838
28,7.8046756,4.781481,8.547016
24,-5.8919487,12.95022,5.9288163
24,-9.9683695,4.0250344,4.323832
28,5.753186,2.258961,10.96574
24,11.9070015,-3.4988878,-7.369079
24,11.655679,-6.7516494,0.76073295
10,-0.30701655,4.5596356,-0.80599076
28,4.36419,-6.503954,9.414247
24,2.6554196,13.526118,-8.663302
10,-11.7907095,-7.994037,6.4511294
24,2.2735448,-10.288104,10.689847
24,1.2679026,7.614188,-4.8558836
25,1.7420208,16.780716,-9.33519
24,-5.928242,-6.089398,11.782382
24,8.579062,-11.572315,6.639291
26,10.743387,-1.4126544,-1.3777683
24,1.2369314,-7.3421717,-9.755334
10,-11.478955,4.4628406,0.19785917
25,8.390735,-0.43795803,9.825867
22,-2.0653927,9.27248,6.775684
28,-3.4294026,3.26248,2.7670238
24,11.023794,-6.5274177,-2.004305
22,-5.8950534,-8.992842,7.0985045
10,-1.3793044,-2.609548,0.854136
27,8.566694,-8.405637,-4.1696587
22,-6.7315764,-5.2350373,-8.790528
24,-8.648706,0.7504279,-10.267892
24,-2.050667,-12.936584,0.3570788
24,1.5301726,-1.1514789,12.020419
1,6.919604,-1.2846137,10.388121
17,-5.9993243,-1.1979078,13.566467
24,3.4629557,13.990052,1.3885798
1,1.6724945,-12.783667,9.4813795
1,13.180241,5.2772193,0.9430267
24,-6.817198,9.497749,7.9987273
22,-8.314628,0.57965136,-10.7343645
24,-0.045640662,-9.251419,11.54339
26,6.6075163,-11.722204,4.1752386
10,-4.3446927,10.561412,9.153844
22,-10.884114,-4.71257,4.8148327
22,10.591065,-6.7859917,-1.4690123
24,3.0455124,-2.8173747,11.392034
25,-0.3760054,15.185246,-2.1204703
28,9.160913,2.7374337,-10.889712
24,-12.587814,-2.5965977,-5.831717
22,-11.679582,9.753568,4.650412
10,-13.706264,-0.3750227,-0.75978416
26,0.029577263,-13.197916,3.0605943
24,-6.6471996,-9.203776,-4.999401
26,8.5803585,-5.2830358,-8.7818775
24,1.6944745,-3.3584461,-11.270277
22,7.8230968,3.0509627,-10.978529
10,1.3505933,1.5769812,4.89044
10,1.6810155,-9.109696,4.887168
27,-12.956496,-1.1222032,6.5503507
24,1.2332838,11.162218,-11.753285
28,5.396256,1.7518781,-12.219039
10,-13.929718,-1.5404583,3.432685
24,-1.3511529,4.031713,10.766242
10,-13.234476,-2.3594072,7.0171633
28,11.09841,9.468736,-7.384083
10,-13.423479,-2.4634943,-3.7609978
