category_id,x,y,z
17,2.6354363,-2.4759662,11.637121
26,7.9908423,-7.842471,-1.5323449
10,-0.5221129,5.5294843,-3.2512925
10,-4.272144,-5.634297,-3.0495546
24,8.397177,5.1423287,-0.68011457
10,-13.398893,7.6880736,-2.4917204
24,11.996697,8.728127,-1.4081484
28,8.256962,-6.4143524,2.1493607
28,18.20207,-0.656298,-5.724439
26,-8.773788,0.97385216,8.880576
10,-2.777837,-8.224332,-4.6744246
10,8.583069,12.165782,-2.7089057
10,3.2096841,-0.14650218,-0.4867637
1,18.907383,-2.588104,-4.6363773
24,-2.5792913,5.132555,2.247076
24,-4.155836,-5.5841346,-8.464012
28,-1.1415678,-12.511021,4.0491934
27,10.125794,-0.82996684,1.2939109
26,8.875322,-8.66975,-2.745979
10,-11.047421,1.8706018,-8.307362
1,-3.7337472,4.605046,1.0478407
27,-10.6716385,-7.6807637,-3.1522925
24,-14.065716,1.8903856,-0.6847275
24,1.0304047,7.966272,11.767619
24,-6.2636056,3.1366856,-5.1527042
27,15.580625,-4.434299,-5.7906914
10,-12.925551,7.171866,-1.4424596
10,-0.5509227,-2.4218285,-16.131922
24,-1.8497674,-5.569896,-12.019048
10,-11.374196,0.58366823,2.8664105
22,-13.027484,7.115875,-1.759227
10,-11.662697,6.010001,-0.23689087
10,11.513233,-1.2183384,-6.4363
10,1.4794085,-7.221599,2.6496794
26,-8.036491,-0.9141295,6.148384
10,-12.150412,-4.3880787,-3.5536554
10,-12.357952,-4.4952135,-2.6873558
28,13.240947,0.78215873,2.1326416
22,-13.492598,-3.8474321,2.9353616
24,-10.198464,-0.14923093,1.8143
10,0.13397816,0.98725706,-16.8824
24,10.159531,-6.0982842,-9.723286
24,6.603775,7.715557,-11.294378
10,-0.9610884,-6.956071,3.2839751
10,-1.9656577,1.1158125,8.639063
22,9.316829,9.0564,5.1071663
28,10.152316,-1.0996748,1.715286
10,-10.525731,4.129562,-8.312433
17,-8.788238,-5.684732,11.871429
28,1.2928578,14.358684,-0.29088184
10,-13.532135,8.941425,-0.31833813
28,5.9595575,8.167829,-11.384981
24,-4.8223433,-5.163468,11.4241
26,-9.974981,-2.0794191,-3.0386117
1,14.422758,3.7109036,-5.731574
28,-0.94494534,16.599737,0.42351848
10,-13.065387,-3.4375002,1.5630642
22,-9.36243,-8.377536,-0.66172194
1,7.9799685,-12.180474,7.216469
10,11.507505,6.3459435,-7.352024
24,-13.38434,3.366613,-2.3560114
26,-4.250378,-5.833259,-2.75301
10,-5.8374944,0.5229595,-14.045166
1,-11.73988,-3.7377164,3.9970949
24,11.184039,-3.242831,6.0774107
28,9.31307,8.0625515,5.248979
24,-4.131964,9.380486,10.292399
27,2.7751548,14.228383,-8.240132
24,6.8556247,2.9913697,1.9379123
22,11.512969,7.3940797,-6.88117
10,-6.4006667,1.6089319,-0.08747495
17,-14.636256,3.949859,-0.19448164
27,-11.633598,-0.7432053,10.125282
24,13.055073,6.3012376,-6.800312
10,1.0871508,-0.9493714,6.8400846
24,13.376702,5.526051,0.63658935
27,-10.278294,0.07737525,2.704858
27,3.7740037,7.9226327,-12.929152
10,1.3184618,13.806991,-10.407969
24,3.0011234,-7.218849,-8.504867
24,5.582699,-11.19956,-3.5935543
28,2.7823706,-3.205185,11.4735155
28,8.439979,-7.744953,-6.0328
27,-8.803997,-11.022791,1.6155512
1,3.941315,1.8380319,-2.31337
24,6.633943,4.24796,-13.088397
24,7.9154325,7.1598415,6.87002
22,-3.9595923,-11.348672,-3.435563
24,16.916119,-8.188275,0.23988928
10,-6.255696,-1.6262592,-8.275972
25,15.182578,1.2100697,-1.8315719
26,9.810306,-5.8057528,2.974758
17,2.9739747,-1.0291147,11.925776
24,1.9861865,-14.19779,1.3148564
10,0.3052056,6.0209312,-3.7171535
10,-5.472829,-4.621725,-1.7835671
17,-1.8152637,0.85870516,8.088855
24,8.162814,5.1500177,-0.89965856
26,-8.426654,1.5589069,9.271648
10,-10.837875,7.545332,0.45077184
28,18.186457,-0.60454935,-5.7406406
24,11.9535885,8.790046,-1.5286428
28,8.089602,-6.204255,2.2844996
24,-1.9965963,-7.8536124,-5.552312
28,16.35891,-7.878434,-1.0443633
10,-0.7826493,-6.68435,2.9397173
10,8.692141,12.115117,-2.2520807
10,3.2646716,0.05189574,-0.5028394
1,18.905882,-2.5792012,-4.640773
24,-2.528976,5.1977916,2.2263048
24,-10.108368,6.305032,8.245347
27,9.906242,-0.64267,1.944727
28,-3.136128,-11.77917,5.317938
10,-13.835781,-1.5216671,-4.427042
24,-14.007055,2.2974634,0.26797265
26,8.883395,-8.711687,-2.525788
1,-3.5993278,4.704907,0.9117516
27,-10.9718685,-7.713826,-3.1307979
24,-2.7573094,-6.4497705,-10.766434
27,15.745064,-4.305784,-5.780733
24,-6.2109127,3.1128192,-5.1097846
24,1.0509632,7.9689813,11.776874
10,-12.542528,7.9314747,0.62094164
10,-12.143599,4.9013014,5.683052
10,-0.7458943,-2.761993,-16.123804
10,-12.380056,-4.7273254,-0.7686762
10,-14.0737095,-0.45948008,4.89351
10,-10.571024,6.819009,0.66329134
22,-12.987292,7.2609205,-1.6297826
10,-12.205637,-5.0187755,-1.779777
10,11.767996,-1.2948024,-6.401996
10,0.4563213,-4.6556706,3.7814445
26,-8.057751,-0.86490387,6.20874
28,13.247748,0.8412799,2.2021601
24,-10.055941,0.0025259745,2.143126
10,-0.20600782,1.0881735,-16.894083
10,-11.745669,0.15403083,1.2109855
10,-12.637013,5.1717114,-4.156254
24,6.735288,7.651598,-11.237302
10,-1.9721189,1.1992848,8.766887
28,10.095627,-1.0255661,1.8668528
10,-1.0718728,-7.1931405,3.845446
10,-13.568167,9.426981,0.45106748
22,9.231422,9.137979,5.1317334
17,-8.924253,-5.3615136,11.77893
28,6.124242,8.086151,-11.339777
28,1.2639819,14.375637,-0.29541877
24,-4.81195,-5.1504436,11.424116
1,14.437759,3.7055774,-5.7133913
26,-9.956533,-2.0435328,-2.9526596
28,-0.9571914,16.6091,0.42062503
10,-13.111533,-3.2214904,2.2426229
22,-9.2119255,-9.338208,0.35924682
1,8.042648,-12.096984,7.0976024
24,-14.031816,1.8315074,-0.9245914
10,-6.1370754,0.6243212,-13.813774
10,11.555646,6.4322367,-7.3542113
26,-4.273331,-5.853202,-2.705396
1,-11.69217,-3.7485673,4.058115
24,11.095182,-3.3091486,6.141991
24,6.8471026,2.9929547,1.92351
24,-4.1466007,9.399999,10.297367
28,9.222916,8.146209,5.276602
27,2.8103771,14.181768,-8.202248
22,11.515865,7.3953905,-6.8670607
17,-14.643008,4.0433607,-0.09308518
10,-6.204582,1.7627445,0.08640384
24,13.123425,6.211201,-6.5050945
10,1.3448851,13.721204,-10.391611
10,0.21977621,-0.6640003,7.059308
27,3.661361,8.164226,-12.808063
24,13.374084,5.5019703,0.65088284
10,4.01395,14.036829,-5.156744
1,7.0589767,13.110238,0.5926628
10,-12.949545,-3.2445536,-3.8501353
1,3.8106322,2.264081,-2.189002
27,-14.35185,-0.2750949,4.822017
25,14.80008,-5.416642,-5.2660704
24,-8.387796,-7.2610164,11.88369
24,7.895027,-0.965425,10.28542
1,7.470336,2.5460782,11.105647
27,1.5368118,-8.619817,-8.880137
24,6.6420226,4.364865,-13.152546
22,-4.030538,-13.403662,-0.24280883
10,-3.9065752,-12.704085,0.005953249
26,0.08946538,-10.359783,3.8647556
24,9.850904,-7.6435,8.114208
24,17.130436,-8.177605,0.44415674
26,5.6224704,-5.489408,-7.8056645
10,-5.135432,2.5496478,-4.435793
10,-7.2420607,-8.373609,-5.1018724
26,10.0590925,-5.8123016,2.9905343
17,2.8818,-0.7728774,12.022565
10,0.58255124,6.5420575,-3.9525714
24,2.0651042,-14.267299,1.4347951
17,-1.4759341,9.22232,8.54661
10,-5.7862277,-4.278775,-1.517993
26,-8.398239,1.6096857,9.308144
10,-9.567494,7.7595277,1.4925236
24,8.070339,5.144789,-0.940264
28,18.196196,-0.57700616,-5.7610617
24,11.949038,8.79245,-1.603261
24,-1.9330878,-3.0464914,-1.314655
28,7.996284,-6.111949,2.331727
28,16.411901,-7.8679075,-1.0553972
10,-0.9371498,-6.9374313,3.5624406
10,-6.992499,1.0876441,-12.915081
10,3.3281772,0.29005545,-0.5270218
10,8.796628,12.050137,-1.8012238
27,9.918609,-0.6515219,1.9613447
1,18.904358,-2.5909147,-4.6333385
24,-9.992397,6.18353,8.433098
24,-2.4821963,5.214064,2.2128794
28,-3.154777,-11.801481,5.3597145
10,-13.058598,3.128582,-2.278114
27,15.753451,-4.342183,-5.7406025
24,-2.596484,-7.065902,-10.225029
24,-14.051603,2.5944192,1.0083181
26,8.976273,-8.691111,-2.527
27,-11.029048,-7.7884164,-3.1165178
10,-12.053145,8.625092,2.2408087
24,-6.185079,3.1053581,-5.086492
10,-12.54885,0.4100548,0.98781973
10,-11.699839,4.880848,6.466057
1,-3.5809762,4.7633305,0.7838044
10,-13.127008,-1.263776,6.7730327
10,-0.80310905,-2.873563,-16.123014
10,-13.923371,1.0717226,-7.0237474
10,-12.343908,-4.898207,-0.8539928
10,-12.09616,-4.7221684,0.5264432
22,-12.951682,7.322159,-1.5291003
10,-9.940751,7.0309706,1.1775931
10,11.948608,-1.2741679,-6.3442636
10,0.8325917,-4.3520584,4.2317686
10,-0.36573243,1.105874,-16.878218
24,2.6720815,-10.65626,8.714917
26,-8.054386,-0.8515025,6.247267
28,13.285706,0.8891829,2.2004373
10,-10.896025,0.24974963,2.445587
10,-13.100166,6.2670956,-2.1895773
26,-6.581212,-1.3161459,-11.650682
10,-1.9537609,1.259291,8.855985
28,10.0778265,-1.0055844,1.9297876
10,-13.516824,9.688453,1.0905787
10,-1.1214764,-7.328336,4.12269
24,6.764874,7.6583295,-11.205161
24,-10.00053,0.10349386,2.3225844
17,-8.860614,-5.458717,11.858268
22,9.199476,9.178057,5.1311665
28,6.154346,8.071784,-11.329008
28,1.2552531,14.383045,-0.29094195
28,-0.965465,16.617008,0.42020956
24,-4.806664,-5.147811,11.424299
1,14.436116,3.721545,-5.689618
22,-9.3607435,-9.934695,0.99584544
26,-9.940445,-2.0219274,-2.9054048
10,-13.090594,-3.2553246,2.5684714
24,-14.050521,1.4454814,-0.58273304
1,8.142888,-11.98338,6.96719
10,-6.3133717,0.68435377,-13.661978
1,-11.675329,-3.7470248,4.095165
24,-6.154427,2.1829774,0.34896892
10,-6.3333893,-3.25244,-1.1046151
24,0.85031307,-10.397686,9.9335985
17,4.294665,-6.7632484,10.213403
22,6.6685085,-3.9234138,-7.9886503
28,7.9150767,-9.122147,-0.48389968
24,-4.188085,9.085003,10.687819
24,-14.5388775,-1.0265713,2.155732
10,3.853528,14.071622,-4.819345
27,11.987166,0.90971386,-4.6455984
1,7.0845766,13.118592,0.4862385
24,-1.244063,-7.404919,-6.9573607
24,-12.561331,8.208613,3.1252599
10,-0.42031506,0.083358124,-16.343622
10,-11.806244,-3.6017613,4.0602455
27,-13.082842,-1.091109,8.763105
22,-13.864348,3.1208599,-1.9413005
1,3.6041703,2.7707443,-2.2072036
25,15.11942,-5.5053487,-4.712811
24,-8.078951,-6.88225,12.58335
22,-6.797559,1.2989395,-13.603702
27,2.9158864,-9.901287,-7.9170237
1,8.241142,3.011935,11.169126
24,9.003098,-0.9714036,10.236292
10,-3.7712026,-13.270813,1.22374
24,6.6410117,4.3926096,-13.169099
22,-4.108127,-13.579463,-0.06825549
26,2.903024,-10.620655,6.5636835
24,10.4464655,-7.9288564,7.241582
24,17.20883,-8.2047415,0.647414
26,5.921366,-5.529896,-7.756403
10,-10.290098,-9.697383,1.8072677
10,-4.837013,2.6716208,-4.0016804
26,10.06207,-5.8506927,3.4223998
17,-1.4832375,9.223014,8.567534
24,2.1686747,-14.274349,1.4367623
10,0.703665,7.184525,-4.2061257
10,-6.077951,-3.8448677,-1.2909086
10,-8.870814,7.631394,1.9384123
26,-8.342458,1.9550626,9.370254
24,11.965038,8.775768,-1.5071954
24,7.9911876,5.137018,-0.96489805
28,18.190853,-0.5621806,-5.7650504
24,-1.919027,-2.9892633,-1.046061
10,-7.844627,1.3805991,-11.843063
28,16.430145,-7.876098,-1.0363977
10,3.386271,0.51351523,-0.5523883
10,-0.990902,-7.242009,4.026031
10,8.830944,12.026946,-1.7218906
27,9.870282,-0.61621946,2.07117
10,-13.132936,2.5900326,0.84361595
1,18.904175,-2.6015882,-4.62611
27,15.786775,-4.262792,-5.789718
28,-3.2240613,-11.7849245,5.423864
24,-2.2644026,-7.7035685,-9.749561
24,-14.143324,3.0901344,1.7343366
10,-11.749263,0.5383905,2.6365638
10,-11.823228,9.038283,2.898443
10,-11.446752,4.969366,6.8576474
10,-12.92578,-1.1539602,7.4517903
27,-11.092883,-7.8260174,-3.1125917
10,-11.959581,-4.6941414,0.8870615
1,-3.5557168,4.790791,0.7089216
10,-0.836299,-2.9451015,-16.122929
10,-14.104012,1.0432267,-6.42542
10,-9.042703,7.146989,1.8974832
10,12.109881,-1.1985923,-6.2993236
10,-0.4669516,1.1370118,-16.875296
10,1.0418457,-4.207828,4.4819536
10,-10.519834,0.32093853,2.8965628
24,2.341076,-10.356255,9.293048
10,-12.475908,-4.5101733,-0.12725016
10,-12.562847,7.124618,-0.05523648
26,-8.058396,-0.83565474,6.2917843
10,-1.1430781,-7.401602,4.2864513
26,-7.9766984,-1.08887,-10.287593
28,13.282199,0.9205091,2.2400453
22,9.162129,9.227802,5.1333904
28,6.162298,8.088623,-11.308714
