category_id
26
24
10
24
10
22
10
10
26
24
10
10
24
26
24
10
10
28
10
10
10
10
27
26
10
26
10
22
26
1
24
22
10
24
10
24
17
24
24
24
24
10
10
10
10
24
10
10
24
17
10
24
28
10
24
22
27
26
17
10
22
24
10
24
10
24
10
10
10
1
10
10
10
10
22
24
26
24
10
10
10
24
28
22
17
24
24
10
10
24
10
26
24
10
10
10
17
10
10
26
26
10
24
10
24
24
10
28
10
10
10
27
10
26
26
17
1
26
10
22
24
22
10
24
24
10
24
24
10
24
10
10
10
24
10
10
24
10
17
24
28
10
24
22
10
26
17
27
22
24
24
10
10
24
10
10
10
10
10
1
10
24
22
24
26
24
24
28
10
24
22
17
24
10
24
24
10
10
24
10
24
26
10
10
17
10
10
10
10
26
24
10
10
24
26
10
10
28
10
10
10
26
26
17
26
27
22
10
22
1
24
10
24
24
10
24
24
10
10
24
10
10
10
24
17
24
28
10
24
22
26
10
27
17
22
24
10
10
24
10
24
24
10
10
10
10
10
1
24
24
24
24
25
24
24
10
24
22
24
10
24
28
28
26
1
10
22
28
28
17
24
10
24
10
10
10
27
24
10
26
24
10
10
17
10
10
10
24
10
26
24
10
10
10
10
28
10
27
10
26
26
10
26
22
1
22
17
24
10
10
10
24
24
24
24
10
10
10
24
10
10
24
10
24
17
10
24
28
24
28
24
24
25
24
10
24
10
24
10
10
24
10
22
24
28
24
10
28
26
28
1
22
10
17
24
24
10
10
10
10
27
10
26
24
10
24
10
10
10
10
17
10
10
10
26
26
10
24
10
24
28
10
10
27
26
26
10
26
22
22
1
17
24
10
10
24
10
24
24
24
10
10
24
24
10
24
24
28
28
10
25
10
10
24
24
10
24
24
10
10
10
10
24
28
22
24
24
28
26
10
22
28
10
1
17
24
10
24
10
10
27
24
10
10
26
10
10
10
17
10
26
10
10
10
26
10
24
24
10
28
10
10
27
26
26
10
26
22
22
1
17
24
10
10
24
10
24
24
24
10
10
27
24
1
24
28
10
28
24
10
25
10
24
24
10
24
24
10
10
10
10
24
10
28
22
24
24
28
26
28
10
24
22
1
17
10
24
10
10
27
10
10
10
24
26
10
10
10
10
10
17
10
10
26
10
26
24
10
24
28
10
10
10
27
26
10
26
26
22
22
1
17
10
24
10
24
10
24
24
24
10
10
1
24
22
10
10
26
1
26
24
10
28
28
10
24
25
10
10
24
24
24
24
10
10
10
26
10
10
28
24
24
28
24
26
10
28
22
1
17
24
24
10
10
10
10
27
10
10
24
26
10
10
10
10
17
10
10
26
10
10
26
24
10
24
28
10
10
27
10
26
10
26
22
22
10
1
10
17
24
24
10
24
17
1
10
10
10
24
22
26
10
1
26
10
24
10
28
28
24
25
10
24
10
24
24
24
10
26
10
10
10
10
24
28
28
28
24
24
26
22
10
17
1
24
10
24
10
10
27
10
10
24
26
10
10
10
10
17
10
26
10
10
26
24
10
24
10
28
10
10
27
10
26
10
26
10
22
1
22
10
17
24
10
24
24
24
10
1
27
10
24
1
26
24
17
24
10
26
24
