category_id
10
24
10
25
22
24
10
26
10
24
22
24
1
1
28
24
22
22
24
24
24
24
22
22
22
24
24
24
26
24
10
10
10
10
17
10
24
25
24
24
22
28
24
1
10
17
10
24
25
10
27
17
1
28
26
24
24
27
24
26
26
24
22
17
10
28
28
26
24
24
24
1
10
24
24
22
24
24
26
24
1
1
10
24
17
24
24
10
24
26
24
10
25
24
28
22
27
22
28
10
28
10
28
22
1
1
22
22
24
1
24
24
24
28
24
24
27
24
10
24
22
24
22
10
10
17
10
24
26
24
26
24
10
1
28
28
26
24
10
24
24
22
1
24
24
24
24
1
1
26
24
17
22
10
24
24
1
10
22
26
24
26
10
25
24
10
24
24
24
24
28
28
22
24
10
28
1
28
24
28
24
22
22
17
10
27
22
27
24
26
17
24
28
26
28
24
26
24
28
1
24
28
28
24
26
10
28
1
24
24
27
24
26
25
28
24
24
24
24
10
26
24
22
24
10
24
24
1
24
22
10
28
17
28
22
24
24
24
24
24
22
10
10
28
24
24
10
10
26
1
24
24
24
26
24
1
24
24
22
1
26
22
10
26
24
22
28
10
24
17
26
28
10
17
17
22
10
10
1
24
28
10
24
28
1
24
28
28
10
24
24
27
28
24
26
10
26
1
22
25
10
24
24
17
10
26
24
27
10
24
24
22
28
28
10
22
24
24
26
28
25
24
24
26
24
10
24
25
10
22
10
17
1
28
24
24
24
10
1
24
24
24
24
24
22
10
17
1
17
28
24
28
26
22
10
24
10
26
24
24
10
1
1
24
24
10
10
1
24
28
24
22
17
24
24
22
28
22
1
28
24
1
24
10
28
10
27
26
10
24
28
10
25
10
24
27
10
24
24
28
24
25
24
17
27
10
26
26
26
10
26
28
27
1
10
26
24
28
17
24
26
22
22
24
24
24
24
1
24
27
24
10
28
25
24
1
24
24
24
22
22
10
24
28
1
24
1
10
22
24
24
22
24
24
24
10
17
22
24
28
22
25
24
28
28
24
28
10
10
1
1
1
10
25
28
24
10
24
24
25
28
24
27
17
10
24
24
26
24
10
24
27
17
10
10
26
27
28
24
24
24
10
1
24
1
17
10
1
24
24
24
24
10
10
24
24
22
10
24
1
22
22
10
22
10
24
24
26
22
22
28
1
10
1
25
10
24
24
24
24
24
17
17
24
25
27
25
27
24
10
1
22
28
10
10
17
17
24
25
17
10
28
28
24
1
28
10
10
10
1
27
28
24
27
17
10
24
10
1
17
1
24
24
10
1
24
1
1
24
10
24
24
10
22
24
10
24
24
17
24
10
24
10
1
22
10
22
25
10
10
22
24
24
22
10
26
24
24
28
27
22
1
24
27
24
22
10
24
10
25
17
22
10
24
24
22
24
24
28
24
10
24
24
24
10
